sex,height,leg,chest,waist,hip,weight,age,arm,shoulder
1,183.5,87.3,31.7,25.8,32.5,73.7,21,63.7,42.4
1,164.9,75.7,28.6,26.1,30.4,61,21,58,37.2
1,173.2,83,29.4,26,31.6,66.3,20,62,40.1
1,178.1,82.6,33.7,29.5,33.6,79.3,36,62.5,42.3
1,170,73.8,34,32.2,34.1,83.7,49,59,41.1
1,174,78.3,31.4,29.5,31.4,75.6,40,57.2,38.5
1,175,76.1,29.3,29,33.1,77.4,26,56.3,38.1
1,160.8,70.8,32.9,30.4,32.8,73.4,37,57,38.1
1,171.5,77.6,33.7,30.4,35.2,83.6,25,61.2,41
1,170,78.2,33.1,28.4,32,74.6,37,57.1,39.8
1,177.8,78.7,30.2,29.9,34.5,84.9,21,62.5,39.6
1,185.2,88.4,33,29.6,33.8,91.4,22,63.5,41.6
1,171.1,81,28.8,26.2,31.4,65,19,59.6,39.1
1,168.6,73.4,31,26.9,33.7,68.9,20,57.1,41.5
1,166,76.3,31.5,28.7,32.9,73.7,36,58,38.7
1,173.2,79.2,31,30.7,34.5,81.2,39,59,38
1,178.1,80.6,30.7,29,33.5,80.8,21,62.2,39.5
1,178,77.5,33,29.8,33.7,83.1,21,61.2,42.5
1,173.9,79.6,33.1,29.1,33.3,79.7,20,61.3,39.3
1,165.6,76.9,27.8,24.2,29.8,53.6,22,57,38
1,174,82.6,32.7,32,33.2,84.2,39,62.3,41.4
1,168.1,75.9,32.7,32.2,33.5,88,33,60.2,38.3
1,169.7,77.9,31.5,28.5,31.9,72.1,42,60.2,40
1,160.9,71.7,28.5,27.6,30.7,56.9,26,55.1,38
1,160.6,71.4,29.6,28.5,31.4,65.8,27,53.3,36.5
1,168.1,78,31.7,29.4,33.2,75,28,58,37.6
1,164,74.9,31.2,29,32.3,68.5,49,57.5,38
1,167.5,76.3,29.3,27.8,32,68.6,35,57.1,37.5
1,177,79,32.7,30.7,35.5,86.2,29,61.2,41.4
1,169.6,74.9,33.5,32,35.1,87,33,59.8,40.3
1,168,73.7,33.4,31.7,34.1,81.4,34,60,39.2
1,177.4,80.1,30.8,27.6,32.6,72.8,23,58.1,39.7
1,172.4,76.4,31.8,28.1,33,74.8,23,58.2,39.6
1,164.4,74.8,30.2,28.8,33,70,21,57.4,41.3
1,188.7,84,31.7,31.9,35.3,98.3,21,64.8,39
1,166.7,76.7,30.5,28.1,32.2,67.5,21,59.4,41.3
1,182.9,85.1,30.9,28,34.2,76.2,20,62,39.2
1,175.5,84,31,27.5,32.3,67.5,21,62.4,39.7
1,184,86.8,29.4,25.4,33,67.5,20,64,40.6
1,173.4,78.8,29.4,26.9,31.2,68.7,20,62.5,41.2
1,181.2,78.9,33.5,33.7,36.2,106.9,22,64,44
1,170.8,77,28.2,24.9,30.2,56.7,22,58,38.4
1,164.5,74.9,28.2,25.1,29.9,58.3,21,55.5,37.4
1,166,74.5,30.5,28.2,31.1,68.1,52,60.4,37.1
1,178.5,81.7,30.9,27.2,33.2,75.8,22,62.7,41.9
1,172.1,76.4,35,30.5,34.8,85.6,32,58,41.2
1,174.4,81.1,30,26,30.9,64.4,25,60.2,40
1,172,80.2,30.8,26,31.9,65.2,23,60.8,42.2
1,181,81.7,31.7,30.9,34,83.4,29,63.5,39.9
1,164.3,73.8,31.1,30.9,33.7,77.4,30,57,37.1
1,172.5,77.8,30.2,25,31.9,65,20,59.7,41.7
1,173,81.4,29.8,25.8,32,68.9,20,61,39.6
1,174.3,84.4,29.4,26.8,32,66.2,20,61,38.6
1,176.9,82.2,28.7,24.9,33.2,68.5,20,63.7,39.3
1,162.1,74.1,26.9,24.9,29.8,55.3,20,55.7,37.9
1,162,72.6,26.5,23.9,30.6,54.1,21,55.3,35.3
1,166.7,75.6,28.4,24,30.7,55.5,22,57.5,36.3
1,171.4,74.7,34.3,35.9,36.8,100.9,44,58.7,40.6
1,187.4,89.2,31.5,30.2,35.2,82.9,42,65.2,39.3
1,160.6,71.6,29.6,29.1,31.3,69.6,29,54.5,36.9
1,178.4,81.2,31.5,28.6,33,76.2,25,62,40.9
1,184.4,84.3,32.6,29.5,35.3,78.2,24,63.8,41.1
1,168.5,78.7,30.2,28.5,33.4,71.3,26,57.9,40.3
1,175.5,78.7,35,31.6,36,97,22,63.4,41
1,174.5,83.2,28.9,24.9,30.4,57,21,59.7,39.7
1,180,81.6,36.5,31,37.2,93.7,25,61.2,44.2
1,163.8,74,30.4,26.8,30.1,61.2,40,57.3,38.6
1,179.5,81.6,32.7,29.8,35.6,88.7,30,63.2,41.4
1,181.3,84.6,31,28.6,35.2,77.1,26,63,41.2
1,179.2,80.7,32.7,31,33.5,86.3,34,60.5,41.6
1,170.4,78.1,30.4,25.8,31.3,65.1,25,58.2,38.5
1,170.9,78.4,31,28.4,32.8,69.7,36,59.4,38.3
1,170.1,80.2,30.4,27.6,33.1,72.3,25,58.1,39.2
1,167.3,76.4,29.3,27.1,32,65.7,41,58,37.4
1,172,78.6,29.2,24.8,30.8,59.9,39,57.2,39
1,172.9,75.9,32.4,30.9,35.4,85.5,39,57.3,40.9
1,175,76.8,31.5,30.1,35,85,20,61.1,40.2
1,170.3,79.8,33.1,31.5,35.5,86.2,20,61,40.1
1,160.1,68.8,28.6,25.1,30.4,59.9,20,53,37
1,175.3,77.7,31.4,30.7,32.5,83.8,42,60.2,38.8
1,177.5,79.6,35.2,36.2,37.6,107.7,26,63.2,42.9
1,174.5,76.6,30.5,26.5,32.9,69.2,25,59,39.2
1,176.2,81,31.9,30.3,35,82.2,25,60.1,40.6
1,180.5,82.1,36,35.3,36,105,28,63,42
1,166.2,75,32.7,27.5,30.4,68.5,37,58.2,38.9
1,176,77.1,31.9,27.4,34.3,74.8,34,60.8,38.7
1,177,79.8,30.3,26.3,31.1,69.1,31,61,40.6
1,174.1,78.2,34.1,31.3,37,92.3,38,62.8,40.7
1,178.4,81,31.4,28.9,33.9,76.1,28,62.6,39.7
1,167.5,73.7,30.1,29.3,34.1,74,28,56,37.3
1,178.5,86,28.8,25.8,31.1,61.4,32,62.3,40.3
1,166.8,74.8,32.1,29.1,32.5,68.4,42,57,38.4
1,165.5,72.6,34.6,34,35,88.7,30,59.2,40
1,170,77.9,35,31.2,33.8,82.1,45,62,39.6
1,170.9,79.9,29.9,26.3,29.5,54.3,40,58.5,39
1,177,80.7,28,26.3,32.6,73.3,25,59,37.7
1,171.7,74,33.5,31.4,33.2,93.7,36,63.7,41.5
1,169.6,75.5,31.6,28.9,32.5,76.2,27,59,38
1,182.4,86.1,31.7,26.9,33.4,81.9,30,63.1,40.9
1,179.4,83.9,32.2,30.6,34.7,88.6,33,63.2,41.2
1,166.6,78,28.5,26,30.8,56.8,37,59.2,38.3
1,169.5,77,30.2,25,31.2,63.4,26,60.8,40.5
1,166.3,75.8,29.1,27.4,32,68.3,26,60.7,37.8
1,172,77.5,30.1,28.1,34.5,76.5,25,59.7,40.6
1,177,84.5,28.4,25,32,62.7,26,63,37.9
1,174.4,81.3,31.5,30.4,33.8,83.6,37,59.7,41.2
1,167.5,75.3,31.8,28.7,31.3,75.6,36,59,37.3
1,171.3,77.9,31.5,28.3,33.2,75.8,30,57.2,38.5
1,181.5,86.2,31.7,28,32.5,79,30,63.8,40.6
1,175.6,78.6,33.3,31.7,33.6,85.6,37,61.6,40.5
1,180.5,86.4,32.5,33.2,34.8,92.2,32,63.5,39.7
1,175.3,76.3,33.6,31,34.6,97.5,38,60.5,42.8
1,166,75.4,28.7,25.1,31.3,56.2,43,55.5,37.2
1,172.5,79.4,30.6,26.5,31.9,68.7,32,59.7,37.7
1,175.9,79.4,32.5,31.4,35,89.2,26,60.4,40.7
1,176.5,82.7,31.2,29,34.6,69.3,36,61,41.4
1,172,79.3,32.7,27.9,33.6,73.9,36,61.9,41.9
1,179.6,83.3,31,31.4,34.8,87.1,27,62.7,38.7
1,173.3,79.3,30.5,26.4,32.3,70.1,20,57.5,39.8
1,178,81.1,30.6,27.5,32.7,68.4,26,60,41.2
1,174.8,77.4,35.1,34.7,37.1,100.3,37,61.2,41.4
1,181.6,84.8,31.5,31,34.4,77.5,34,65.7,40.7
1,172.8,79,30.1,27,33.5,68.3,39,59.4,40.8
1,170.8,76.9,32.1,29,32.7,73.7,44,58.7,38.3
1,170.5,77.1,33.3,34.5,36.3,94.6,30,59.7,41.2
1,175.9,77,31.6,30.4,36.4,85.1,20,61.8,39.8
1,167,74.6,32.9,29.8,33.4,75.4,34,60,41.9
1,168.5,76.3,30.8,28.9,31.4,67.8,37,57.5,39.5
1,168.6,76,31.2,28.4,31.8,72.6,28,56,37.7
1,162.4,69.3,33,31.5,34,85.3,26,56.1,39.4
1,167.5,75.5,31.4,27.4,31.9,70.1,42,59.5,39.9
1,176,76.7,32.5,29.6,33.5,84.3,33,59,40.8
1,169.8,76.6,30.6,25.3,31.8,62.8,34,57.7,38.8
1,173.3,80.3,29.7,27.2,32.2,65.5,31,60,38.6
1,170.3,78.9,30,26.6,32.7,67.8,26,57.7,41
1,177.3,80.7,29.8,26.1,32.5,69.3,21,61.5,39.8
1,172.1,80.1,29,24.5,30.6,59.8,42,61,37.7
1,173.3,79.3,32.5,30.6,34.3,77,25,62,40.7
1,162,73,29.8,29.4,31.7,68.8,52,57.1,38
1,179.6,83.6,36.2,33.4,35.5,92.7,39,65.5,42.5
1,173,77.8,32.6,29.7,35,82.6,26,61.2,39.3
1,182.5,81,35,30.4,34.4,87.6,34,62,40.7
1,169.7,81.1,30,26.8,30.8,62.5,30,57.9,38
1,171.7,79.9,28.8,24.6,31,59.7,30,61.1,38.9
1,166.4,75.4,30.4,27,32,65.2,32,56,39.3
1,167.8,74.4,31,26.8,32.1,63.5,42,57.5,36.9
1,164.4,72.9,30.4,28,31.7,64.5,31,57.3,37.7
1,182.4,86.4,32.6,29,33.7,80,28,64.2,40.3
1,167.5,74.8,34,33,34.7,84.1,36,57,40.7
1,167.4,74.8,30.9,28.4,32.5,67.3,34,59.7,40.2
1,176.9,81.4,33.5,32.9,34.1,90,32,63.5,38.7
1,171.3,77.3,31.4,29.4,34,76.4,31,60.1,38.7
1,168.5,76.4,32.3,29.1,32.2,75.7,44,58.4,40.4
1,173,77.9,29.5,25.9,32.3,67.4,37,60,40
1,160.6,70.2,30.5,28.3,32,67.1,50,54.5,38.5
1,167.1,75.3,31.1,27.9,31.3,59.4,49,55.2,39.3
1,177,79.8,32.9,29.3,33.3,76.3,41,59.3,40.3
1,182,83.6,32.4,27.5,33.8,75.9,25,64.3,39
1,162,71.8,30.1,27.2,31.8,63,19,54.5,38.7
1,171,78.7,30.2,29.9,33.3,73.1,33,60,38.2
1,176.5,77,34.8,33.9,36.2,100.5,29,63.5,42.2
1,171.7,76.1,32.4,30.1,34,71.6,32,57.6,41.6
1,164.4,68.6,31.7,29.9,34.3,79,37,55,40.3
1,185.3,84.7,36.3,35,37.4,110.8,36,65.7,44
1,173.6,78.6,32.1,28.4,33,74.5,34,60.5,40.9
1,175,78.6,29.5,28.1,32.7,70.4,30,59.4,37.7
1,172.5,78.8,32.1,29.7,34.4,81,41,60.4,39
1,180,81.9,30.4,27.5,33,70,26,59,40.3
1,154.1,67.5,27.6,26.9,30.5,59.7,49,51.7,35.6
1,174.9,79.3,31,29.4,34,75.3,25,57.8,40.9
1,177,80.9,31,28.8,33.5,73.9,25,62.1,39.9
1,164,73.9,32.4,27.9,31.4,61.7,40,55,39.5
1,174.5,74.5,33.9,30.4,33.8,83.6,36,59.6,43.1
1,177.5,80.1,32.2,30.3,35.3,83,36,62.5,40.4
1,174.8,82.1,31,28.4,32.6,67.4,35,58.8,38.7
1,171,76.8,32.3,31.2,32.9,75.2,51,60,37.6
1,180.2,82,33.2,35,36.7,96.4,42,62.5,43
1,169.1,78.8,31,27.8,31.3,57.4,35,59.5,39
1,166,71.7,34.2,32.6,33.1,83.3,33,56.8,39.2
1,169.1,77.4,32.4,29,32.8,66.6,41,59,40
1,187.5,88.7,31.9,28.8,34.4,80.4,31,65.5,40
1,170.6,78.4,29.2,26.4,30.8,64,29,58.2,38.5
1,177.5,77.3,36.8,33.4,38,102.5,32,60.5,41.8
1,186.1,84.9,33,28.8,34.5,82.2,26,63,39.7
1,159.7,69.1,32.4,29.2,32.2,72.9,38,53.5,39.7
1,168.5,76,30,26.6,30.5,64.1,45,58.5,36.2
1,181.7,83.1,34.4,33.8,36.5,102.6,29,65.3,42.7
1,177.5,83.5,35,29.9,36.3,86.9,29,59,42.6
1,183.7,88.2,32.5,31.3,36.4,88.3,40,67.8,39
1,178.6,81.2,32.6,29.7,32.9,82.7,27,60.7,40.5
1,167.6,75.9,31.7,29.7,31.5,71.5,58,59.4,39
1,172,73.1,35,34.4,35.6,98.3,46,59.2,42.9
1,170.7,78,31.4,30,32.5,74.2,40,58.5,36.5
1,175.6,81,33.6,30.1,34.5,81.5,32,60.7,40.8
1,176.8,81.6,34.8,31,35.7,89,32,62.3,43
1,167,73.5,32.5,29,31.2,68.4,32,56.7,37.5
1,167.4,74.2,33.4,32.1,34,84.9,45,59.2,40.4
1,177.3,80.1,33.6,31.8,35,85.1,45,60.2,38.3
1,174,75,30.4,27.5,33.5,73.7,31,57.7,39.8
1,169.4,72.7,32.5,30.5,34.1,79.8,40,57.7,39.2
1,168.3,75.1,31.2,30.7,32.2,75.5,66,58.8,37.7
1,170.2,75.7,35.2,33,34.4,84.9,63,58.5,40.4
1,163.5,74.4,29.1,29,31.3,64.5,53,55.1,38.3
1,174.8,81.1,33.2,29.4,32.7,75.7,60,61.6,39.8
1,167.5,76.7,33.8,31.4,33,83.3,55,60.7,39.5
1,165.1,77.7,28.2,27.4,31.5,56.4,57,59,37.8
1,172.3,76.6,33.3,30.4,33.3,73.5,58,59.5,38.6
1,163.4,72.4,31.1,27.9,32,66.2,58,55.5,39.3
1,171,77.5,31,29.5,32.6,68.1,57,58,37.8
1,159.3,70.8,30.3,27.2,32.5,59.4,68,55.5,37
1,171.6,78.6,30.8,27.4,31.6,63.1,56,59,38.2
1,168.2,74.1,31.2,32.3,34.4,78.6,60,57.4,38.1
1,173.3,79.4,30,25.3,32.5,65.3,32,58,39
1,170.7,76.8,31.4,31.4,33.9,79.3,66,59.2,37
1,175.7,77,32,28.2,33.4,70.3,61,58.6,40.7
1,178,81.8,32.1,27.7,33.2,74.8,33,60.7,41.2
1,174,76.6,31.6,27,32.3,73.1,32,59.3,39.7
1,169.7,75.6,30.9,27.9,33.4,72.6,48,58.3,39.6
1,158.2,74.1,29.1,27.5,30.9,52.5,68,55.3,36.7
1,167.4,77,29.7,27.8,31.4,62.2,63,57.3,39
1,168.5,75.5,31.1,29.4,33.4,73.4,65,57.6,37.7
1,165.7,72.4,28.5,25.9,31.7,60.1,44,55.7,39
1,177,80.3,32.1,29,32.7,71,46,60.2,41.8
1,179.9,85.4,34,32.2,35.8,87.8,48,63.7,39.4
1,168.7,78,30.7,30.4,33.8,77,62,59.2,38.9
1,171.3,78,31.2,28.5,32.7,71.7,47,56.2,41.4
1,173.3,79.1,28.9,26.5,32.1,64.2,44,60,38.4
1,178.2,83.6,30,27.7,34,70.3,27,62,39.2
1,171.6,78.1,31.8,29.5,33.7,72.7,54,59,38
1,179.6,80.8,34.6,33.4,34.9,91,48,60.8,42.2
1,169.3,76.2,31.2,27.1,31.4,65.8,46,57.3,40.4
1,175,78.7,33.5,31.8,33.9,80.5,67,61,39.7
1,156,66.2,30.6,27.9,31.4,58.1,64,50.7,36.7
2,162.8,74.5,27.9,24.3,32.5,57.8,29,54.4,32.5
2,166.3,80.2,28.9,27.3,33,58.7,36,57.6,39.1
2,167,80,24.8,21.3,31.4,41.3,29,56.8,33.5
2,161,69.4,30.4,27.3,34,69.9,27,55,35.8
2,171,81.1,27.9,23.9,32.7,51.8,45,61.3,37.5
2,160.4,76,26.5,21.8,30.3,44.1,31,54.7,34.3
2,168.9,76.1,29,25.7,33.4,65.1,26,56.8,38.3
2,161.4,76,27.6,24.8,31.5,49.3,27,54,33.6
2,157,71.4,27.6,26.3,33.9,54.8,25,55.1,34.4
2,159.7,74,27,22.6,30.7,46.7,30,52,33.6
2,164.7,73.6,28.4,25.8,37.2,73.1,27,58.1,33.9
2,159.6,73.9,27.8,25.1,33.7,56.5,29,54.6,34.2
2,160,75,27.6,25.2,31.7,49,28,54.5,35.7
2,163.1,75.4,27.9,24,31.5,52.7,33,54.2,34.1
2,167,75.6,28.3,29,34.8,64.7,33,56.2,34.7
2,162,72.8,28.1,23.2,33.3,56.7,34,56,36.2
2,153,68.9,27.7,24.6,31.3,50.4,34,51.6,33.3
2,161.6,71.8,29.5,26.2,29.8,63.5,36,53.7,34.5
1,179.4,82.7,32,29.2,35.2,80,36,60,39
1,169.1,75.5,30.2,32,33.9,81.9,37,58.6,37.7
1,177.3,80.9,34.5,28.4,33.3,75.2,39,61.3,40.8
1,175.8,80.8,32.3,27.4,33.3,71.3,38,60.7,40.2
1,175.9,80.6,32.4,30,33.6,79.9,36,60,40.1
2,155.6,69.3,28.4,25.5,32.5,56.8,29,55.3,35.8
1,169.3,76.1,33.8,30.7,35.8,78.2,34,58.5,40.9
1,171.2,76.3,33.8,32.2,34.4,90.1,32,59.4,40.2
1,187.6,85.1,32.5,30,34.9,86.4,35,65.7,40.6
1,175.5,78.1,30.4,30,34.2,79.7,30,59.5,39.9
1,183.7,86.3,32.5,31.4,36.7,82.9,31,64.3,43
1,172,76.7,32.5,26.9,33.4,70.1,34,56.5,41.3
1,175.1,76.4,33.2,30.9,34.4,88,31,57.3,40.6
1,176.4,81.3,32.4,30.4,35.6,80.4,38,64.5,42.6
1,172.7,76,33.1,30.9,35.3,80.6,40,60.3,39.7
1,167.5,75.1,32.1,29,32.3,71.3,34,59,38.9
1,176.8,80.7,31.4,30.8,33.9,81.3,34,60.4,39.2
1,173.4,77.4,34.5,31.9,34.2,91.6,36,60.5,41.8
1,175.7,80.6,31.7,25.4,32.9,65.1,33,59.2,39.6
1,165.7,75.8,29.5,27,31.3,58.4,36,58.5,38.3
1,170.4,78.2,31.6,26.9,31.3,66.2,35,57.2,38.6
1,167,79.1,28.9,23,31.1,55.2,30,58.5,39.5
1,168.2,74.9,32,27.5,34.1,69.3,31,58.5,40.4
1,177.7,78.4,33.9,32.3,35.8,92.5,31,59.7,40.1
1,172.7,77,34.2,34.3,34.7,96.1,31,60.7,40.6
1,172.8,78.6,32,32,34.1,78.6,31,57.3,39.6
1,169.5,74.8,31.7,30.6,32.5,76.9,30,56.2,40
1,178.6,80.6,33.5,30.7,32.6,83.4,37,58.5,38.5
1,177.3,80.1,35.5,33.7,36.4,100.7,37,63.1,42.9
1,168.6,76.3,30.8,27.9,31.9,72.5,27,57,38
1,181.3,85.9,31.2,27.7,34.6,75.7,39,62,40.3
1,164,72.2,32.7,31.3,33.4,80.8,29,56,37.8
1,170.6,78.5,31.8,29.1,31.4,72.3,30,60,41.7
1,170.8,77,28.7,26.8,32.6,65.9,34,58,38.7
1,178.5,82.4,33.1,31.3,35.4,89.9,34,62.2,40.4
1,168.5,75.4,31.7,30.3,34.1,85.6,27,58.2,38.2
1,173.5,79.7,31.5,30.9,34.3,77.5,35,61.4,39.1
1,165.5,74.1,32,29.4,31.7,68.1,36,56,38.5
1,175.8,80,32,28.3,33.8,70.5,32,61,40.5
1,174.5,75.7,33.8,33.7,36.4,103.5,33,61.2,40.5
1,172.2,77.8,33.7,30.1,33.6,80.3,37,59.5,40
1,175.4,79.5,37.6,35.7,35.8,106.3,37,61.7,40.5
1,179.5,80.9,34,34,35,103.7,31,62,42.7
1,171.4,79.6,33.3,29.7,33.6,83.4,32,63.2,41.6
1,183,84.1,34.2,32.6,35.7,97.9,29,61.4,41.2
2,164,74.3,28.6,24.9,32.6,58.1,25,55,33.3
2,160.4,72.3,27.7,24.8,31.6,53.7,33,55.4,34
2,151,67.8,26.8,25.5,29.1,47.9,34,53.1,33.4
2,154.1,69.4,27.5,23.7,32.6,49.1,27,52.4,34.5
2,166.5,74.8,28.4,25.6,35.5,58.5,25,56,38
2,157,69,27.6,25.7,31.4,51.3,33,54,35.7
2,156.7,73.6,27.2,24.3,31.2,46.3,33,55,33.8
2,164.5,73.7,29.8,28.2,34.6,73.8,34,57.1,36.6
2,156.3,70.3,28.3,24.9,31.7,56.4,30,54.3,36.7
1,168.1,75.8,30.4,27.4,31.2,64,19,55.7,38.8
2,163.8,74.9,26.6,22,32.2,47.6,26,53.3,34.5
2,156.2,71.4,28.4,26.5,33.3,58.3,33,53,34.3
2,166.4,74.1,29.7,23.9,33.7,63.6,30,56.2,37.7
2,160.6,72.6,28.9,25.8,32.6,57.8,34,55.1,36
2,159.4,73.1,29.6,28.6,33,61.3,31,54,34.1
2,168.5,78.2,30.2,27.6,34.8,62.3,30,59,35.5
1,165.7,76.7,29.9,26.8,31.4,66.1,19,57.5,38.2
2,159.2,72.7,27.1,23.8,31.1,50.4,28,54.5,34.8
2,168.5,80.7,26.7,23.9,33,51.9,33,59,35
2,158.4,71.1,28.4,23.8,32,53.5,30,53.5,35.9
2,171,77.1,29.4,27.7,34,62,30,56,36
2,167.2,75.6,33,33.4,35.2,84.6,34,58,37.7
2,158.8,74.6,26.5,25.8,30.2,49.3,33,56.8,33.2
2,161.3,73.9,25.8,23.1,30.9,50.3,29,55.5,33.7
2,162,76.8,27.7,26,32.7,53.1,30,57.7,37.9
2,156.3,70.3,27.2,25.4,32.3,56.1,31,53.1,35.6
2,157.4,72.8,25.8,21.9,31.9,46.3,32,54,33.5
2,158.5,73.6,29,25.9,32.6,60.4,30,56,35.6
2,162.5,72.7,29.1,28,34,65.5,32,56.3,33.8
2,155.8,70.1,26.9,23.8,32.3,56.6,31,53.7,35.1
2,162,72.9,26.8,23,33,52,30,52,34
2,162.9,74.1,27.4,24.6,34.3,54.8,25,55,34.7
2,163.1,75.6,26.9,24.1,32.7,58.1,28,55.2,34.7
2,156,71.8,28,23.5,31.8,50.5,28,53,37.3
2,165,76.8,28,24,32.9,54.8,26,57.7,37.2
2,163.5,73.6,28.8,24.4,33,58.1,28,56,34.3
2,163.5,77.5,27.1,26.4,32.6,54,29,57.2,35.6
2,165.5,75.6,28.3,24,33.4,58,26,56.2,35
2,163.4,72.8,29.5,27.7,34.1,64.8,26,55.7,35.6
2,152.3,70.2,25.5,23.8,29.6,45.7,31,54.4,33.6
2,165,72.1,29.5,25,32.9,56.6,32,55.3,36.8
2,161.4,70.5,29.2,25.4,33.9,60,33,54,36.5
2,160.4,71.6,29.5,27.4,35,62.3,30,53,36.2
2,161.1,73.7,26.6,22.8,30.4,50.2,34,54.7,34.1
2,160,73.5,27.9,25.9,32.6,52,31,54,35.3
2,155.8,70.2,27.5,26.7,31.2,52.6,32,53,34
2,160.7,69.4,27.8,24.9,33.1,56.4,35,51.8,34.9
2,169,76.7,29.6,28,33.9,68.3,33,56.2,35
2,162.1,73.7,27.8,23.8,31.2,51.5,34,55.5,36.7
2,163.4,75,26.4,25.5,31.7,50.4,34,56.2,36
2,164.5,74.5,30.2,28.4,34.1,66.6,31,56.3,37
2,161.7,71.4,29.4,26.5,32.9,58.9,30,56.2,34.2
2,162,74.9,27,22.7,30.4,48.9,32,55.1,34.7
2,170.5,82,29.8,25.8,33.2,60.2,30,58.8,37.2
2,158,72.1,27.2,23.8,30.4,47.9,27,54.5,34.2
2,153.9,70.8,26.7,26.6,31.9,52.6,29,51.2,33.4
2,154.5,71,26.9,23,31.1,48.6,33,55,32.4
2,167,76.5,28,24.3,32.7,55.6,28,57,36.3
2,162.8,72.4,27.2,22.3,31.2,45.5,31,55.2,37
2,151.5,67.3,27,25.3,30.6,53.5,34,50.8,34
2,160.8,71.4,31,30.5,34.6,71.3,31,56,38
2,159.4,70.8,30,28.4,35.2,63.3,28,52.7,37.8
2,157,71.7,26.1,22.7,31.3,50.3,33,52.7,34.6
2,152.5,68.7,26.7,23.8,32,48.1,33,51,33.5
2,150.7,62.3,28.6,27.9,35.1,60.2,30,43.5,35.4
2,149.3,65.7,26.9,27.3,29.8,57,34,49.7,33.6
2,161.2,72.7,27.9,24.7,32.4,47.1,26,54.5,34.2
2,166.7,76.8,25,21.4,32.3,50.6,28,55.1,35.2
2,157.1,71.1,28.5,23.7,30.2,47.3,29,53.3,37.3
2,171.5,78.9,30.5,26.4,33.5,62.8,29,58,38
2,161.5,71.8,28.7,26.1,33.1,59.9,26,52.1,34.6
2,159.4,72.1,26.5,21.6,30.9,45.7,29,52.5,34.7
2,166,77.1,27.2,27.4,34.1,63.2,27,58.3,35.5
2,163,76.3,27.4,25,31.2,53.8,29,55.5,35.1
2,167.7,77.2,30.6,27.4,33.3,62.7,32,59,38
2,159,73.1,26.2,24,33.3,48,29,54.9,33.8
2,160,71.9,28.1,24.9,32.5,56,33,55.3,35.7
2,157,71.7,25.5,22.2,31.6,46.4,28,52,34
2,165.4,73.1,32.2,31.4,38.7,84.2,27,55.8,37.8
2,158,73.2,28.8,25.5,32.1,58.5,34,55.5,35.8
2,163.2,76.6,27.4,23.5,31,46.8,25,55.5,37.2
2,160.1,74.5,25.6,22.8,31.9,49.4,27,53,32.7
2,159.8,69.9,29,24,31.7,56.8,25,54,35.5
2,160.3,69.8,30.7,30.4,36.7,79.6,26,53.6,36
2,165.1,77,29.1,25.3,33.4,60.6,29,55.5,36.5
2,157.9,69.7,27,25,32.8,55.3,33,53.7,35.5
2,169,81.2,28.4,28.3,33.4,59.7,34,58.5,35.2
2,172.3,79.3,27.3,25,34.6,60.4,34,57,35.5
2,170.8,77.7,32.8,32.3,39.5,90.2,32,60.5,37.1
2,168.1,75.6,30.3,29.2,36.2,75.5,33,58,35
2,164,73.5,31.2,28.8,35.7,81.3,33,56,37.9
2,168.8,78.3,27.5,24,32,56.8,33,58,35.5
2,166.2,78.2,27.6,23.3,32.6,50,26,56.6,34.2
2,162.9,73.5,26.7,21.5,30.5,46.8,29,52.2,33.9
2,155.1,73.2,25.4,21.3,29.1,39.6,26,53.7,32.7
2,152,70.1,25.5,22,30,40.5,27,51.7,34
2,167.8,78,29.7,27.6,33.6,66.8,28,58.7,36.5
2,157.4,74.4,28.3,25.3,31.7,54,28,57.5,37
2,165,72.5,29.8,27.2,34.6,69.6,29,54.5,36.3
2,171.7,78.8,30.8,29.4,38.5,83,34,60.3,38
2,153.1,68.3,27.2,23.8,31.5,48.5,29,54,35
2,165.5,76.5,28.1,25.4,32.2,51.6,29,57,36.7
2,154.8,71.6,26.7,25.4,31.3,49.9,33,55,33.3
2,154.3,73.6,28.2,27.4,31.5,53.7,26,54.1,35.2
2,160.8,72.7,28.9,24.8,32.8,58,25,56.5,36.8
2,159.8,74.4,27.4,24.1,31,43.7,28,54.5,35.7
2,160.1,70,29,24.5,31.4,51.1,33,55,36.5
2,159,74.3,27.7,23.9,31.2,48.2,26,53.5,35.8
1,175.1,79.6,30.8,25.3,32.9,68,36,59.7,39.7
1,172.4,78.6,31.8,24.3,31.5,64.2,19,59.2,40
1,181.4,83.7,34,29.7,35.8,89.7,19,63,42.7
1,172,80.4,27.5,25.4,30.7,60,19,57,38.2
1,169.6,81.5,30.8,27.3,35,69.8,19,62.6,41.4
1,168.2,77.3,30.4,26,31.4,61.5,19,58.7,40.7
1,174.9,80,31.2,27.5,32.3,68,37,58.6,39
1,177,81,30.8,27.4,33.2,74.2,36,60,40.3
1,180.5,83.1,32,28.8,33.3,74.8,36,63,38
1,170,78.7,32,29,32.7,79.6,38,61.1,39.7
1,177.9,81.8,33.7,30,32.8,80.4,35,60.7,42
1,173.6,77.7,32.6,26,33.4,63.5,38,59.3,40.2
1,171.4,79.8,30,28.7,33.1,63.2,39,62,38.5
1,172.8,76.3,33.2,30.1,33.3,79.2,38,57,42.2
